variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	notes
group_8957	7.58E-02	1.67E-02	1.04E-01	3.53E+00	1.16E+00	-1.93E+00	6.85E-01	-1.46E+00	2.57E+00	2.81E+00	1.33E+00	3.41E+00	-3.68E+00	-4.49E+00	2.05E+00	2.52E+00	-2.72E+00	1.00E+00	bad-chisq
group_8976	7.58E-02	3.68E-03	5.33E-01	-1.17E+00	6.87E-01	-1.61E+00	6.04E-01	-1.62E+00	2.71E+00	1.88E+00	1.86E+00	2.68E+00	-2.34E+00	-3.51E+00	2.49E+00	2.86E+00	-2.01E+00	6.72E-01	bad-chisq
group_9357	7.58E-02	5.97E-02	2.26E-02	-4.27E+00	2.15E+00	-1.64E+00	2.58E-01	-1.92E+00	2.34E+00	2.10E+00	1.38E+00	2.55E+00	-5.08E+00	-2.90E+00	3.33E+00	2.26E+00	-3.17E+00	1.16E+00	
group_11056	7.22E-02	7.29E-06	8.50E-05	6.10E+00	2.24E+00	-2.21E+00	1.23E+00	-2.69E+00	3.65E+00	1.90E-01	-5.56E-01	6.24E-01	-2.24E+00	-3.95E+00	1.72E+00	1.10E+00	-2.84E+00	1.19E+00	
group_11074	7.22E-02	7.41E-05	2.80E-03	3.78E+00	1.39E+00	-2.14E+00	1.22E+00	-3.33E+00	3.73E+00	1.43E+00	4.09E-01	2.11E+00	-2.55E+00	-3.67E+00	2.14E+00	2.37E+00	-2.22E+00	1.99E+00	
group_11108	7.22E-02	7.41E-05	2.80E-03	3.78E+00	1.39E+00	-2.14E+00	1.22E+00	-3.33E+00	3.73E+00	1.43E+00	4.09E-01	2.11E+00	-2.55E+00	-3.67E+00	2.14E+00	2.37E+00	-2.22E+00	1.99E+00	
group_11112	7.22E-02	1.66E-02	4.91E-01	-9.36E-01	1.47E+00	-1.82E+00	4.13E-01	-1.68E+00	2.63E+00	2.54E+00	2.19E+00	3.40E+00	-3.04E+00	-4.17E+00	2.79E+00	3.34E+00	-2.50E+00	9.29E-01	
group_11402	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_1158	7.22E-02	6.11E-02	3.32E-01	7.22E-01	7.50E-01	-1.87E+00	3.34E-01	-1.76E+00	2.47E+00	2.30E+00	1.66E+00	2.86E+00	-2.55E+00	-3.59E+00	2.44E+00	2.92E+00	-2.48E+00	1.38E+00	
group_1459	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_1460	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_1461	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_1462	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_1463	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_1512	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_1525	7.22E-02	1.77E-01	9.54E-01	5.03E-02	8.80E-01	-1.87E+00	5.64E-01	-1.94E+00	2.71E+00	2.29E+00	1.78E+00	3.10E+00	-2.81E+00	-4.01E+00	2.65E+00	2.99E+00	-2.59E+00	9.71E-01	
norR_2	7.22E-02	1.77E-01	9.54E-01	5.03E-02	8.80E-01	-1.87E+00	5.64E-01	-1.94E+00	2.71E+00	2.29E+00	1.78E+00	3.10E+00	-2.81E+00	-4.01E+00	2.65E+00	2.99E+00	-2.59E+00	9.71E-01	
group_1532	7.22E-02	4.08E-01	1.80E-01	1.56E+00	1.25E+00	-1.94E+00	1.06E+00	-2.76E+00	2.20E+00	1.89E+00	2.04E+00	3.04E+00	-2.89E+00	-3.92E+00	2.63E+00	2.85E+00	-2.51E+00	1.04E+00	
group_1534	7.22E-02	4.08E-01	8.94E-01	-1.62E-01	1.22E+00	-1.86E+00	4.53E-01	-1.94E+00	2.78E+00	2.33E+00	1.75E+00	3.12E+00	-2.80E+00	-4.03E+00	2.67E+00	3.01E+00	-2.60E+00	9.68E-01	
group_1543	7.22E-02	4.67E-03	1.56E-03	-3.04E+00	6.73E-01	-1.64E+00	6.86E-01	-1.52E+00	2.56E+00	2.08E+00	1.50E+00	2.88E+00	-2.86E+00	-3.73E+00	2.66E+00	3.34E+00	-2.39E+00	1.03E+00	bad-chisq
group_1545	7.22E-02	8.28E-01	6.58E-01	3.21E-01	7.23E-01	-1.86E+00	4.84E-01	-1.90E+00	2.62E+00	2.29E+00	1.73E+00	3.04E+00	-2.70E+00	-3.93E+00	2.59E+00	2.91E+00	-2.61E+00	9.73E-01	
group_1578	7.22E-02	7.44E-02	5.21E-01	-6.80E-01	1.09E+00	-1.81E+00	5.10E-01	-2.01E+00	2.55E+00	2.38E+00	1.71E+00	2.87E+00	-2.67E+00	-3.86E+00	2.53E+00	2.88E+00	-2.59E+00	9.96E-01	
group_1587	7.22E-02	1.77E-01	9.61E-03	1.84E+00	7.30E-01	-2.17E+00	2.53E-01	-2.97E+00	3.26E+00	2.16E+00	2.64E+00	3.31E+00	-3.62E+00	-4.87E+00	2.80E+00	2.95E+00	-2.52E+00	1.44E+00	
group_1642	7.22E-02	2.11E-02	1.57E-01	-1.05E+00	1.10E+00	-1.60E+00	3.71E-01	-1.36E+00	2.39E+00	2.07E+00	1.49E+00	2.65E+00	-2.33E+00	-3.43E+00	2.30E+00	2.63E+00	-2.18E+00	7.60E-01	bad-chisq
group_1644	7.22E-02	4.67E-03	2.25E-04	-4.01E+00	6.81E-01	-1.33E+00	5.96E-02	-1.58E+00	1.33E+00	2.75E+00	9.21E-01	1.55E+00	-1.78E+00	-2.83E+00	1.48E+00	1.83E+00	-2.28E+00	9.28E-01	bad-chisq
group_1661	7.22E-02	2.11E-02	4.77E-01	1.61E+00	1.01E+00	-1.78E+00	6.31E-01	-1.61E+00	2.93E+00	2.16E+00	1.96E+00	3.00E+00	-2.67E+00	-3.87E+00	2.59E+00	2.77E+00	-2.39E+00	8.66E-01	bad-chisq
group_1671	7.22E-02	7.44E-02	4.32E-02	-2.26E+00	1.33E+00	-1.67E+00	3.41E-01	-1.81E+00	2.18E+00	2.13E+00	1.34E+00	2.70E+00	-3.75E+00	-3.37E+00	2.73E+00	2.32E+00	-2.70E+00	1.00E+00	
group_1674	7.22E-02	7.44E-02	1.90E-01	-1.24E+00	1.02E+00	-1.74E+00	5.40E-01	-1.80E+00	2.27E+00	2.55E+00	1.48E+00	2.65E+00	-2.58E+00	-3.70E+00	2.34E+00	2.75E+00	-2.60E+00	1.01E+00	
group_260	7.22E-02	4.67E-03	4.03E-02	-2.60E+00	6.67E-01	-1.53E+00	5.10E-01	-1.42E+00	2.51E+00	1.60E+00	1.79E+00	2.46E+00	-1.97E+00	-3.05E+00	2.32E+00	3.23E+00	-2.44E+00	9.40E-01	bad-chisq
group_2764	7.22E-02	5.81E-04	3.61E-04	2.33E+00	6.84E-01	-2.03E+00	1.40E-01	-1.85E+00	2.35E+00	2.53E+00	1.60E+00	2.78E+00	-2.50E+00	-3.24E+00	2.34E+00	3.24E+00	-3.31E+00	5.92E-01	
group_2766	7.22E-02	4.67E-03	3.05E-02	-2.58E+00	6.74E-01	-1.52E+00	5.15E-01	-1.44E+00	2.51E+00	1.59E+00	1.81E+00	2.46E+00	-1.99E+00	-3.08E+00	2.27E+00	3.15E+00	-2.36E+00	8.90E-01	bad-chisq
group_2876	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2877	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2878	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2879	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2880	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2881	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2882	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2884	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2885	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2889	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2891	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2892	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2893	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2894	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2895	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2896	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2897	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2898	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2899	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2900	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2901	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2902	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_2997	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_2998	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_2999	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_3002	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_3006	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_3097	7.22E-02	2.07E-01	2.00E-04	-7.87E+00	2.70E+00	-1.61E+00	2.84E-01	-2.02E+00	2.83E+00	2.34E+00	1.38E+00	2.81E+00	-8.61E+00	-2.69E+00	4.31E+00	1.80E+00	-4.14E+00	1.71E+00	
group_3174	7.22E-02	3.53E-03	5.55E-01	7.30E-01	1.21E+00	-1.91E+00	6.64E-01	-2.14E+00	2.87E+00	2.11E+00	1.48E+00	2.89E+00	-2.73E+00	-3.93E+00	2.53E+00	2.78E+00	-2.64E+00	1.02E+00	
group_3276	7.22E-02	8.28E-01	1.18E-01	-1.80E+00	1.30E+00	-1.76E+00	9.93E-01	-3.09E+00	3.03E+00	2.69E+00	1.71E+00	3.93E+00	-2.67E+00	-3.73E+00	2.66E+00	2.94E+00	-2.53E+00	1.05E+00	
group_3338	7.22E-02	2.07E-01	5.08E-01	-5.86E-01	9.10E-01	-1.82E+00	5.41E-01	-1.81E+00	2.66E+00	2.30E+00	1.69E+00	3.04E+00	-3.05E+00	-3.86E+00	2.66E+00	2.83E+00	-2.64E+00	9.83E-01	
group_3397	7.22E-02	2.11E-02	4.77E-01	1.61E+00	1.01E+00	-1.78E+00	6.31E-01	-1.61E+00	2.93E+00	2.16E+00	1.96E+00	3.00E+00	-2.67E+00	-3.87E+00	2.59E+00	2.77E+00	-2.39E+00	8.66E-01	bad-chisq
group_3451	7.22E-02	7.44E-02	1.90E-01	-1.24E+00	1.02E+00	-1.74E+00	5.40E-01	-1.80E+00	2.27E+00	2.55E+00	1.48E+00	2.65E+00	-2.58E+00	-3.70E+00	2.34E+00	2.75E+00	-2.60E+00	1.01E+00	
group_3480	7.22E-02	4.60E-01	4.61E-01	5.76E-01	7.78E-01	-1.91E+00	5.09E-01	-1.87E+00	2.57E+00	2.42E+00	1.61E+00	3.12E+00	-2.87E+00	-4.05E+00	2.58E+00	2.89E+00	-2.71E+00	1.02E+00	
group_3486	7.22E-02	4.67E-03	7.23E-02	-2.67E+00	8.38E-01	-1.48E+00	9.06E-01	1.60E-01	2.59E+00	2.01E+00	1.37E+00	2.37E+00	-1.80E+00	-2.93E+00	2.61E+00	3.20E+00	-2.09E+00	6.66E-01	bad-chisq
group_499	7.22E-02	2.11E-02	2.64E-02	-1.55E+00	1.14E+00	-1.58E+00	7.29E-01	-1.84E+00	2.67E+00	2.03E+00	1.67E+00	2.90E+00	-2.51E+00	-3.59E+00	2.33E+00	2.73E+00	-1.97E+00	6.74E-01	bad-chisq
group_6045	7.22E-02	2.11E-02	8.68E-01	-2.85E-02	1.10E+00	-1.66E+00	5.61E-01	-1.44E+00	2.48E+00	2.06E+00	1.59E+00	2.72E+00	-2.49E+00	-3.51E+00	2.36E+00	2.78E+00	-2.22E+00	7.96E-01	bad-chisq
group_6175	7.22E-02	4.67E-03	3.05E-02	-2.58E+00	6.74E-01	-1.52E+00	5.15E-01	-1.44E+00	2.51E+00	1.59E+00	1.81E+00	2.46E+00	-1.99E+00	-3.08E+00	2.27E+00	3.15E+00	-2.36E+00	8.90E-01	bad-chisq
group_6202	7.22E-02	5.81E-04	3.61E-04	2.33E+00	6.84E-01	-2.03E+00	1.40E-01	-1.85E+00	2.35E+00	2.53E+00	1.60E+00	2.78E+00	-2.50E+00	-3.24E+00	2.34E+00	3.24E+00	-3.31E+00	5.92E-01	
group_6204	7.22E-02	5.81E-04	3.61E-04	2.33E+00	6.84E-01	-2.03E+00	1.40E-01	-1.85E+00	2.35E+00	2.53E+00	1.60E+00	2.78E+00	-2.50E+00	-3.24E+00	2.34E+00	3.24E+00	-3.31E+00	5.92E-01	
group_6210	7.22E-02	4.67E-03	3.05E-02	-2.58E+00	6.74E-01	-1.52E+00	5.15E-01	-1.44E+00	2.51E+00	1.59E+00	1.81E+00	2.46E+00	-1.99E+00	-3.08E+00	2.27E+00	3.15E+00	-2.36E+00	8.90E-01	bad-chisq
group_6294	7.22E-02	8.28E-01	4.66E-01	6.20E-01	8.35E-01	-1.95E+00	5.02E-01	-1.72E+00	2.85E+00	2.24E+00	1.89E+00	3.06E+00	-3.01E+00	-4.30E+00	2.78E+00	3.14E+00	-2.65E+00	9.95E-01	
group_6439	7.22E-02	2.07E-01	9.06E-01	-1.02E-01	8.65E-01	-1.86E+00	5.48E-01	-1.87E+00	2.71E+00	2.29E+00	1.76E+00	3.09E+00	-2.80E+00	-3.99E+00	2.63E+00	2.99E+00	-2.61E+00	9.62E-01	
group_6572	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6573	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6574	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6576	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6577	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6578	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6579	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6583	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6585	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6587	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6596	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6599	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6600	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6601	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6602	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6603	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
smc_1	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6605	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6606	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6607	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6608	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6609	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6610	7.22E-02	4.08E-01	2.61E-01	8.16E-01	7.30E-01	-1.96E+00	6.17E-01	-2.48E+00	2.73E+00	2.21E+00	2.11E+00	3.21E+00	-2.99E+00	-4.16E+00	2.62E+00	2.69E+00	-2.63E+00	1.06E+00	
group_6889	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_6890	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
group_6891	7.22E-02	1.77E-01	5.46E-02	1.89E+00	1.01E+00	-1.98E+00	1.49E+00	-2.02E+00	2.41E+00	1.97E+00	2.15E+00	3.13E+00	-2.74E+00	-3.99E+00	2.68E+00	2.94E+00	-2.48E+00	9.94E-01	
